name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
OmniShoutmon,Digimon,BT19-012,5.0,7.0,4.0,,,"[Digivolve] [Shoutmon]: Cost 4 
[Digivolve] Lv.4 w/[Xros Heart] trait: Cost 3",Red,Yellow,Dragonkin,Xros Heart,,7000.0,Data,R,,,"This card is also treated as [Shoutmon] for a DigiXros.
[On Play] [When Digivolving] 1 of your opponent's Digimon gets -3000 DP for the turn. Then, delete 1 of your opponent's Digimon with 3000 DP or less.
[On Deletion] Place 1 Digimon card with the [Xros Heart] or [Blue Flare] trait from your hand or trash under your Tamers.",[Your Turn] This Digimon with the [Xros Heart] trait gains ＜Rush＞ (This Digimon can attack the turn it comes into play.).,"[Digivolve] [Shoutmon]: Cost 4 
[Digivolve] Lv.4 w/[Xros Heart] trait: Cost 3",Digimon Card Game,omnishoutmon-bt19-012,2024-09-09 08:07:33,OmniShoutmon,607294.0,"['BT-19: Booster Xros Evolution', 'BT19-20: Special Booster Ver.2.5']",805037.0,OmniShoutmon (BT19-012),BT19-012,6000.0,444141.0,1611.0,0.11,0.02,0.08,0.05,0.1,0.19
OmniShoutmon,Digimon,BT21-021,5.0,8.0,4.0,,,"[Digivolve] [Shoutmon]: Cost 4 
[Digivolve] Lv.4 w/[Xros Heart]/[Hero] trait: Cost 3",Red,Yellow,Dragonkin,Xros Heart,,8000.0,Data,U,,,"This card is also treated as [Shoutmon] for DigiXros.
[End of Attack] You may play 1 card with the [Xros Heart], [Blue Flare] or [Hero] trait from your hand with the play cost reduced by 5. If you did, delete this Digimon.
[On Deletion] You may place 1 Digimon card with the [Xros Heart] or [Blue Flare] trait from your hand or trash under any of your Tamers. Then, ＜Save＞ (You may place this card under one of your Tamers.)",[Your Turn] This Digimon with the [Xros Heart] trait gains ＜Rush＞ (This Digimon can attack the turn it comes into play.).,"[Digivolve] [Shoutmon]: Cost 4 
[Digivolve] Lv.4 w/[Xros Heart]/[Hero] trait: Cost 3",Digimon Card Game,omnishoutmon-bt21-021,2025-02-13 06:06:25,OmniShoutmon,618331.0,['BT-21: Booster World Convergence'],814475.0,OmniShoutmon (BT21-021),BT21-021,6010.0,446646.0,1611.0,0.09,0.02,0.08,0.02,0.1,0.1
OmniShoutmon (X Antibody),Digimon,BT9-013,5.0,8.0,3.0,,,[Digivolve] [OmniShoutmon]: Cost 0,Red,,Dragonkin,X Antibody,,8000.0,Vaccine,u,,,"[When Digivolving] ＜Blitz＞ (If your opponent has 1 or more memory, this Digimon may attack.)
[Your Turn] While this Digimon has [OmniShoutmon] or [X Antibody] in its digivolution cards, this Digimon can also attack your opponent's unsuspended Digimon.",,[Digivolve] [OmniShoutmon]: Cost 0,Digimon Card Game,omnishoutmon-x-antibody-bt9-013,2024-05-27 15:14:30,OmniShoutmon (X Antibody),277765.0,['BT-09: Booster X Record'],,,,,,,,,,,,
Ophanimon,Digimon,P-053,6.0,11.0,3.0,Yellow,,,Yellow,,Throne,Three Great Angels,,11000.0,Vaccine,p,,,"[When Digivolving] If you have a Tamer in play, 1 of your opponent's Digimon gets -5000 DP for the turn.
[When Attacking] 1 of your opponent's Digimon and all of your opponent's Security Digimon get -2000 DP for the turn.",,,Digimon Card Game,ophanimon-p-053,2024-05-27 15:14:30,Ophanimon,262594.0,['BT-07: Booster Next Adventure'],620938.0,Ophanimon (P-053),P-053,4996.0,405919.0,1611.0,0.29,0.09,0.14,0.25,0.32,0.32
Ophanimon,Digimon,BT2-040,6.0,12.0,3.0,Yellow,5.0,,Yellow,,Throne,Three Great Angels,Mega,11000.0,Vaccine,r,Mega,,[On Deletion] Place this card on top of your security stack face down.,,,Digimon Card Game,ophanimon-bt2-040,2024-05-27 15:14:30,Ophanimon,231003.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution']",620250.0,Ophanimon (BT2-040),BT2-040,4986.0,405156.0,1611.0,0.23,0.02,0.2,0.05,0.23,0.18
Ophanimon,Digimon,EX6-027,6.0,7.0,4.0,,,[Digivolve] [Angewomon]: Cost 3,Yellow,Red,Throne,Three Great Angels,,12000.0,Vaccine,SR,,,"[Hand] [Counter] ＜Blast Digivolve＞ (Your Digimon may digivolve into this card without paying the cost.)
[On Play] [When Digivolving] By trashing the top or bottom card of your security stack, 1 of your opponent's Digimon gets -8000 DP until the end of your opponents turn.
[All Turns] [Once Per Turn] When a card is removed from your security stack, if it's your turn, this Digimon may gain ＜Security A. +1＞ (This Digimon checks 1 additional security card.) for the turn and attack. If it's your opponent's turn, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)","Ace Overflow ＜-4＞ (As this card moves from the field or under a card to an area other than those, lose 4 memory.)",[Digivolve] [Angewomon]: Cost 3,Digimon Card Game,ophanimon-ex6-027,2024-05-27 15:14:30,Ophanimon ACE,555125.0,['EX-06: Theme Booster Infernal Ascension'],774505.0,Ophanimon Ace (EX6-027),EX6-027,5783.0,436098.0,1611.0,1.16,0.5,1.14,0.5,1.61,2.15
Ophanimon Falldown Mode,Digimon,BT8-082,6.0,12.0,4.0,Purple,5.0,[Digivolve] [Ophanimon]: Cost 2,Purple,Yellow,Fallen Angel,,,12000.0,Vaccine,sr,,,"[When Digivolving] If this Digimon has a purple card in its digivolution cards, delete 1 of your opponent's level 4 or lower Digimon. If this Digimon has a yellow card in its digivolution cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)
[On Deletion] You may play 1 purple or yellow level 4 or lower Digimon card from your trash without paying its memory cost.",,[Digivolve] [Ophanimon]: Cost 2,Digimon Card Game,ophanimon-falldown-mode-bt8-082,2024-05-27 15:14:30,Ophanimon Falldown Mode,268801.0,['BT-08: Booster New Awakening'],651732.0,Ophanimon Falldown Mode (BT8-082),BT8-082,5027.0,406667.0,1611.0,0.79,0.44,0.78,1.0,0.7,1.03
Opossummon,Digimon,BT12-037,4.0,5.0,2.0,Yellow,,[Digivolve] Lv.3 w/＜Save＞ in text: Cost 2,Yellow,,Beast,,Armor Form,4000.0,Free,U,Armor Form,,"[On Play] [When Digivolving] Reveal the top 3 cards of your deck. You may play 1 [Airu Suzaki], [Ren Tobari] or [Ryoma Mogami] among them without paying the cost. Place the rest at the bottom of your deck in any order.
[On Deletion] ＜Save＞. Then, place 1 Digimon card with ＜Save＞ in its text from your trash under 1 of your Tamers.","[When Attacking] [Once Per Turn] If this Digimon has ＜Save＞ in its text, 1 of your opponent's Digimon gets -2000 DP for the turn.",[Digivolve] Lv.3 w/＜Save＞ in text: Cost 2,Digimon Card Game,opossummon-bt12-037,2024-05-27 15:14:30,Opossumon,492431.0,['BT-12: Booster Across Time'],705421.0,Opossummon (BT12-037),BT12-037,5322.0,418777.0,1611.0,0.03,0.02,0.09,0.02,0.08,0.04
Ordinemon,Digimon,BT9-082,7.0,15.0,6.0,Purple,,"[DNA Digivolve] Purple Lv.6 + Yellow Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Purple,Yellow,Fallen Angel,,,15000.0,Virus,sr,,,"[When Digivolving] When DNA digivolving, delete 1 of your opponent's level 6 or higher Digimon and all of their level 5 or lower Digimon. For each Digimon deleted by this effect, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)
[On Deletion] You may trash the top card of your security stack to play this card without paying its memory cost.",,"[DNA Digivolve] Purple Lv.6 + Yellow Lv.6 : Cost 0
Stack the 2 specified Digimon and digivolve unsuspended.",Digimon Card Game,ordinemon-bt9-082,2024-05-27 15:14:30,Ordinemon,277698.0,"['BT-09: Booster X Record', 'PB-15: Digimon Card Game 3rd Anniversary Set']",668426.0,Ordinemon (BT9-082),BT9-082,5099.0,410109.0,1611.0,1.16,0.89,1.12,1.0,1.16,1.49
Ornismon,Digimon,BT6-080,6.0,12.0,4.0,Purple,,,Purple,,Ancient Bird,,,12000.0,Virus,u,,,"＜Security A. +1＞ (This Digimon checks 1 additional security card.)
[On Play] Delete 1 of your opponent's level 5 or lower Digimon.",,,Digimon Card Game,ornismon-bt6-080,2024-05-27 15:14:30,Ornismon,249725.0,['BT-06: Booster Double Diamond'],650178.0,Ornismon (BT6-080),BT6-080,4993.0,405647.0,1611.0,0.3,0.3,0.43,0.3,0.61,0.7
Ornismon,Digimon,BT17-072,6.0,13.0,5.0,,,,Purple,,Ancient Bird,,,13000.0,Virus,U,,,"[On Play] [When Digivolving] Delete 1 of your opponent's unsuspended Digimon.
[All Turns] While you have another level 6 Digimon, this Digimon gets +2000 DP and gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.).",,,Digimon Card Game,ornismon-bt17-072,2024-05-27 15:14:30,Ornismon,561103.0,['BT-17: Booster Secret Crisis'],779719.0,Ornismon (BT17-072),BT17-072,5797.0,437668.0,1611.0,0.04,0.02,0.03,0.02,0.05,0.05
Orochimon,Digimon,BT4-058,5.0,8.0,3.0,,,,Green,,Dark Dragon,,Ultimate,8000.0,Virus,r,Ultimate,,"[When Digivolving] 1 of your Digimon gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.) for the turn.",,,Digimon Card Game,orochimon-bt4-058,2024-05-27 15:14:30,Orochimon,238221.0,['BT-04: Booster Great Legend'],650052.0,Orochimon (BT4-058),BT4-058,4989.0,405398.0,1611.0,1.0,0.5,0.7,1.0,0.91,1.15
Orochimon,Digimon,BT7-076,5.0,8.0,3.0,,,,Purple,,Dark Dragon,,,8000.0,Virus,c,,,"When you trash this card in your hand using one of your effects, ＜Draw 1＞ (Draw 1 card from your deck.)",[When Attacking] [Once Per Turn] You may trash 1 card in your hand to gain 1 memory.,,Digimon Card Game,orochimon-bt7-076,2024-05-27 15:14:30,Orochimon,264388.0,['BT-07: Booster Next Adventure'],620888.0,Orochimon (BT7-076),BT7-076,4994.0,405755.0,1611.0,0.08,0.02,0.06,0.1,0.06,0.05
Orochimon,Digimon,EX7-056,5.0,6.0,3.0,,,,Purple,,Dark Dragon,,,6000.0,Virus,c,,,"＜Blocker＞ (This Digimon can block in the blocker timing.)
[On Deletion] Trash 1 card in your hand. Then, delete 1 of your opponent's level 3 Digimon and level 4 Digimon.","＜Retaliation＞ (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)",,Digimon Card Game,orochimon-ex7-056,2024-05-27 15:14:30,Orochimon,565009.0,['EX-07: Extra Booster Digimon Liberator'],786205.0,Orochimon (EX7-056),EX7-056,5828.0,439505.0,1611.0,0.03,0.02,0.04,0.02,0.03,0.04
Otamamon,Digimon,BT4-007,3.0,2.0,2.0,Red,2.0,,Red,,Amphibian,,Rookie,5000.0,Data,c,Rookie,,,,,Digimon Card Game,otamamon-bt4-007,2024-05-27 15:14:30,Otamamon,238084.0,['BT-04: Booster Great Legend'],620390.0,Otamamon (BT4-007),BT4-007,4988.0,405347.0,1611.0,0.02,0.02,0.04,0.02,0.02,0.03
Otamamon,Digimon,EX7-015,3.0,3.0,0.0,,,[Digivolve] Lv.2 w/[NSp] trait: Cost 0,Blue,,Amphibian,NSp,,3000.0,Virus,U,,,[All Turns] Players can't reduce play costs.,,[Digivolve] Lv.2 w/[NSp] trait: Cost 0,Digimon Card Game,otamamon-ex7-015,2024-05-27 15:14:30,Otamamon,564932.0,['EX-07: Extra Booster Digimon Liberator'],786144.0,Otamamon (EX7-015),EX7-015,5828.0,439474.0,1611.0,0.08,0.02,0.08,0.06,0.09,0.09
Otamamon,Digimon,BT12-019,3.0,3.0,0.0,,,,Blue,,Amphibian,,,2000.0,Virus,C,,,"Inherited Effect [Opponent's Turn] [Once Per Turn] When an opponent's Digimon attacks, trash the bottom digivolution card of 1 of your opponent's Digimon.",,,Digimon Card Game,otamamon-bt12-019,2024-05-27 15:14:30,Otamamon,493590.0,['BT-12: Booster Across Time'],708421.0,Otamamon (BT12-019),BT12-019,5322.0,419247.0,1611.0,0.09,0.02,0.05,0.04,0.09,0.05
Otamamon,Digimon,BT14-019,3.0,3.0,0.0,Blue,2.0,,Blue,,Amphibian,,Rookie,2000.0,Virus,C,Rookie,,"Inherited Effect [Opponent's Turn] [Once Per Turn] When an opponent's Digimon attacks, trash its bottom 2 digivolution cards.",,,Digimon Card Game,otamamon-bt14-019,2024-05-27 15:14:30,Otamamon,524142.0,['BT-14: Booster Blast Ace'],740847.0,Otamamon (BT14-019),BT14-019,5515.0,426641.0,1611.0,0.06,0.02,0.05,0.03,0.05,0.04
Oujamon,Digimon,BT23-022,5.0,9.0,4.0,,,"[App Fusion] [Dosukomon] & [Coachmon]: Cost 0
If 2 such cards are linked together, stack the link card on top and digivolve.",Blue,Red,Battle (App Name),,Ult.,9000.0,Game,R,Ult.,,"＜Raid＞ (When this Digimon attacks, you may switch the target of attack to 1 of your opponent's unsuspended Digimon with the highest DP.)
[When Digivolving] [When Attacking] [Once Per Turn] You may link 1 level 4 or lower Digimon card from your hand or this Digimon's digivolution cards to this Digimon without paying the cost.
[All Turns] [Once Per Turn] When this Digimon gets linked, it may unsuspend.","Link Requirements [Link] [Appmon] trait: Cost 3 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)","[App Fusion] [Dosukomon] & [Coachmon]: Cost 0
If 2 such cards are linked together, stack the link card on top and digivolve.",Digimon Card Game,dosukomon-bt23-022,2025-09-22 18:03:02,,,"[""BT-23: Booster Hackers' Slumber""]",850424.0,Oujamon (BT23-022),BT23-022,6280.0,454697.0,1611.0,0.17,0.02,0.13,0.12,0.13,0.16
Our Courage United,Option,ST20-14,,3.0,,,,,Black,,ADVENTURE,,,,,C,,,"While you have an [ADVENTURE] trait Digimon or Tamer on the field, you can ignore this card's color requirements.
[Main] ＜Draw 2＞ (Draw 2 cards from your deck.) Then, place this card in the battle area.
[All Turns] When any of your level 5 or higher Digimon would leave the battle area, ＜Delay＞ (By trashing this card after the placing turn, activate the effect below.)
・You may play 1 level 5 or lower Digimon card with the [ADVENTURE] trait from your hand without paying the cost.",Security Effect [Security] Place this card in the battle area.,,Digimon Card Game,our-courage-united-st20-14,2025-03-11 12:00:38,Our Courage United,623027.0,['ST-20: Starter Deck Protector of Light'],816776.0,Our Courage United (ST20-14),ST20-14,6082.0,447070.0,1611.0,0.04,0.02,0.07,0.07,0.06,0.09
Ouranosmon,Digimon,BT22-039,6.0,12.0,4.0,,,"[App Fusion] [Entermon] & [Fakemon]: Cost 0
If 2 such cards are linked together, stack the link card on top and digivolve.",Yellow,White,Awakening (App Name),,God,12000.0,God,SR,God,,"＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack.)
＜Link +1＞ (Add 1 to this Digimon's maximum links.)
[When Digivolving] [When Attacking] [Once Per Turn] You may play 1 level 4 or lower [Appmon] trait Digimon card from your hand without paying the cost.
[All Turns] [Once Per Turn] When any of your Digimon are played, you may link 1 [Appmon] trait Digimon card from this Digimon's digivolution cards to 1 of your Digimon without paying the cost.",,"[App Fusion] [Entermon] & [Fakemon]: Cost 0
If 2 such cards are linked together, stack the link card on top and digivolve.",Digimon Card Game,ouranosmon-bt22-039,2025-06-21 12:01:53,Ouranosmon,639859.0,['BT-22: Booster Cyber Eden'],835196.0,Ouranosmon (BT22-039),BT22-039,6173.0,451540.0,1611.0,0.66,0.07,0.25,0.31,0.42,0.64
Ouryumon,Digimon,BT8-069,6.0,12.0,4.0,Black,5.0,,Black,,Beast Dragon,X Antibody,,12000.0,Vaccine,sr,,,"[When Digivolving] You may place 1 card with the [X Antibody] trait from your hand under this Digimon as its bottom digivolution card to delete 1 of your opponent's Digimon with a play cost of 7 or less.
[Your Turn] [Once Per Turn] When one of your effects places a digivolution card under one of your Digimon, this Digimon gets +2000 DP and can't be deleted by your opponent's effects until the end of your opponent's next turn.","[End of Attack] [Once Per Turn] If this Digimon has [Alphamon] in its name, unsuspend it.",,Digimon Card Game,ouryumon-bt8-069,2024-05-27 15:14:30,Ouryumon,268958.0,"['BT-08: Booster New Awakening', 'Revision Pack 2023']",653276.0,Ouryumon (BT8-069),BT8-069,5027.0,407071.0,1611.0,0.44,0.02,0.31,0.3,0.41,0.38
Ouryumon,Digimon,BT15-067,6.0,12.0,4.0,,,[Digivolve] Lv.5 w/[X Antibody]/[DigiPolice] trait: Cost 4,Black,Green,Beast Dragon,X Antibody,,12000.0,Vaccine,R,,,"＜Blocker＞ (This Digimon can block in the blocker timing.)
[When Digivolving] If a Tamer card with the [DigiPolice] trait is in this Digimon's digivolution cards, return 1 of your opponent's suspended Digimon or Tamers to the bottom of the deck.
[All Turns] [Once Per Turn] When this Digimon becomes suspended, you may play 1 Digimon card with the [Beast Dragon] or [DigiPolice] trait and 5000 DP or less from your hand without paying the cost.",,[Digivolve] Lv.5 w/[X Antibody]/[DigiPolice] trait: Cost 4,Digimon Card Game,ouryumon-bt15-067,2024-05-27 15:14:30,Ouryumon,537859.0,['BT-15: Booster Exceed Apocalypse'],755515.0,Ouryumon (BT15-067),BT15-067,5577.0,430991.0,1611.0,0.3,0.02,0.14,0.3,0.16,0.12
Ouryumon,Digimon,BT20-018,6.0,12.0,3.0,,,,Red,Black,Beast Dragon,X Antibody,Mega,11000.0,Vaccine,R,Mega,,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)
[On Play] [When Digivolving] ＜De-Digivolve 2＞ 1 of your opponent's Digimon. (Trash up to 2 cards from the top. You can't trash past level 3 cards.) Then, if during an attack, 1 of your Digimon in the breeding area may digivolve into a level 6 or lower [Chronicle] trait Digimon card in the hand or trash without paying the cost.
[All Turns] [Once Per Turn] When security stacks are removed from, delete 1 of your opponent's Digimon with the lowest DP.","[When Attacking] [Once Per Turn] If this Digimon is [Alphamon: Ouryuken], trash your opponent's top security card.",,Digimon Card Game,ouryumon-bt20-018,2025-01-07 12:03:20,Ouryumon,609598.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']",805102.0,Ouryumon (BT20-018),BT20-018,6000.0,444205.0,1611.0,0.83,0.2,1.07,1.45,0.98,0.75
Overflowing Power,Option,BT12-109,,0.0,,,,,Purple,,Hunter,,,,,R,,,"While you have a [Hunter] trait Tamer, you can ignore this card's color requirements.
[Main] Digivolve 1 of your Digimon into a Digimon card with ＜Save＞ in its text placed under one of your Tamers for its digivolution cost.",Security Effect [Security] Add this card to the hand.,,Digimon Card Game,tagiru-power-bt12-109,2024-05-27 15:14:30,Overflowing Power,492423.0,['BT-12: Booster Across Time'],705418.0,Overflowing Power (BT12-109),BT12-109,5322.0,418774.0,1611.0,0.24,0.02,0.17,0.02,0.2,0.13
Owen Dreadnought,Tamer,BT18-087,,4.0,,,,,Red,,LIBERATOR,,,,,U,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3.
[All Turns] When a card is removed from your opponent's security stack, by suspending this Tamer, delete 1 of your opponent's Digimon with 4000 DP or less.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,owen-dreadnought-bt18-087,2024-06-14 12:00:45,Owen Dreadnought,586816.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']",793712.0,Owen Dreadnought (BT18-087),BT18-087,5922.0,441352.0,1611.0,0.32,0.02,0.23,0.09,0.21,0.25
